"No","CVE","Description","CVSSv3","Severity","Published","References","AdvisoryIDs","AdvisoryCount"
"1063","CVE-2018-11066","Dell EMC Avamar Client Manager in Dell EMC Avamar Server versions 7.2.0, 7.2.1, 7.3.0, 7.3.1, 7.4.0, 7.4.1, 7.5.0, 7.5.1, 18.1 and Dell EMC Integrated Data Protection Appliance (IDPA) versions 2.0, 2.1 and 2.2 contain a Remote Code Execution vulnerability. A remote unauthenticated attacker could potentially exploit this vulnerability to execute arbitrary commands on the server.","9.8","CRITICAL","2018-11-26","http://www.securityfocus.com/bid/105968; http://www.securitytracker.com/id/1042153; https://seclists.org/fulldisclosure/2018/Nov/49","VCDSA23523","1"
"1064","CVE-2018-11067","Dell EMC Avamar Client Manager in Dell EMC Avamar Server versions 7.2.0, 7.2.1, 7.3.0, 7.3.1, 7.4.0, 7.4.1, 7.5.0, 7.5.1, 18.1 and Dell EMC Integrated Data Protection Appliance (IDPA) versions 2.0, 2.1 and 2.2 contain an open redirection vulnerability. A remote unauthenticated attacker could potentially exploit this vulnerability to redirect application users to arbitrary web URLs by tricking the victim users to click on maliciously crafted links. The vulnerability could be used to conduct phishing attacks that cause users to unknowingly visit malicious sites.","6.1","MEDIUM","2018-11-26","http://www.securityfocus.com/bid/105969; http://www.securitytracker.com/id/1042153; https://seclists.org/fulldisclosure/2018/Nov/49","VCDSA23523","1"
"1065","CVE-2018-11076","Dell EMC Avamar Server versions 7.2.0, 7.2.1, 7.3.0, 7.3.1, 7.4.0 and 7.4.1 and Dell EMC Integrated Data Protection Appliance (IDPA) 2.0 are affected by an information exposure vulnerability. Avamar Java management console's SSL/TLS private key may be leaked in the Avamar Java management client package. The private key could potentially be used by an unauthenticated attacker on the same data-link layer to initiate a MITM attack on management console users.","6.5","MEDIUM","2018-11-26","http://www.securityfocus.com/bid/105972; http://www.securitytracker.com/id/1042153; https://seclists.org/fulldisclosure/2018/Nov/50","VCDSA23523","1"
"1066","CVE-2018-11077","'getlogs' utility in Dell EMC Avamar Server versions 7.2.0, 7.2.1, 7.3.0, 7.3.1, 7.4.0, 7.4.1, 7.5.0, 7.5.1 and 18.1 and Dell EMC Integrated Data Protection Appliance (IDPA) versions 2.0, 2.1 and 2.2 is affected by an OS command injection vulnerability. A malicious Avamar admin user may potentially be able to execute arbitrary commands under root privilege.","6.7","MEDIUM","2018-11-26","http://www.securityfocus.com/bid/105971; http://www.securitytracker.com/id/1042153; https://seclists.org/fulldisclosure/2018/Nov/51","VCDSA23523","1"
"1067","CVE-2018-12126","Microarchitectural Store Buffer Data Sampling (MSBDS): Store buffers on some microprocessors utilizing speculative execution may allow an authenticated user to potentially enable information disclosure via a side channel with local access. A list of impacted products can be found here: https://www.intel.com/content/dam/www/public/us/en/documents/corporate-information/SA00233-microcode-update-guidance_05132019.pdf","5.6","MEDIUM","2019-05-30","http://lists.opensuse.org/opensuse-security-announce/2019-06/msg00014.html; http://lists.opensuse.org/opensuse-security-announce/2019-07/msg00052.html; http://lists.opensuse.org/opensuse-security-announce/2019-07/msg00053.html","VCDSA23553","1"
"1068","CVE-2018-12127","Microarchitectural Load Port Data Sampling (MLPDS): Load ports on some microprocessors utilizing speculative execution may allow an authenticated user to potentially enable information disclosure via a side channel with local access. A list of impacted products can be found here: https://www.intel.com/content/dam/www/public/us/en/documents/corporate-information/SA00233-microcode-update-guidance_05132019.pdf","5.6","MEDIUM","2019-05-30","http://lists.opensuse.org/opensuse-security-announce/2019-06/msg00014.html; http://lists.opensuse.org/opensuse-security-announce/2019-07/msg00052.html; http://lists.opensuse.org/opensuse-security-announce/2019-07/msg00053.html","VCDSA23553","1"
"1069","CVE-2018-12130","Microarchitectural Fill Buffer Data Sampling (MFBDS): Fill buffers on some microprocessors utilizing speculative execution may allow an authenticated user to potentially enable information disclosure via a side channel with local access. A list of impacted products can be found here: https://www.intel.com/content/dam/www/public/us/en/documents/corporate-information/SA00233-microcode-update-guidance_05132019.pdf","5.9","MEDIUM","2019-05-30","http://lists.opensuse.org/opensuse-security-announce/2019-06/msg00014.html; http://lists.opensuse.org/opensuse-security-announce/2019-07/msg00052.html; http://lists.opensuse.org/opensuse-security-announce/2019-07/msg00053.html","VCDSA23553","1"
"1070","CVE-2018-12207","Improper invalidation for page table updates by a virtual guest operating system for multiple Intel(R) Processors may allow an authenticated user to potentially enable denial of service of the host system via local access.","6.5","MEDIUM","2019-11-14","http://lists.opensuse.org/opensuse-security-announce/2019-12/msg00042.html; https://access.redhat.com/errata/RHSA-2019:3916; https://access.redhat.com/errata/RHSA-2019:3936","VCDSA23565","1"
"1071","CVE-2018-3620","Systems with microprocessors utilizing speculative execution and address translations may allow unauthorized disclosure of information residing in the L1 data cache to an attacker with local user access via a terminal page fault and a side-channel analysis.","5.6","MEDIUM","2018-08-14","http://support.lenovo.com/us/en/solutions/LEN-24163; http://www.huawei.com/en/psirt/security-advisories/huawei-sa-20180815-01-cpu-en; http://www.securityfocus.com/bid/105080","VCDSA23546","1"
"1072","CVE-2018-3639","Systems with microprocessors utilizing speculative execution and speculative execution of memory reads before the addresses of all prior memory writes are known may allow unauthorized disclosure of information to an attacker with local user access via a side-channel analysis, aka Speculative Store Bypass (SSB), Variant 4.","5.5","MEDIUM","2018-05-22","http://lists.opensuse.org/opensuse-security-announce/2019-05/msg00058.html; http://lists.opensuse.org/opensuse-security-announce/2019-05/msg00059.html; http://lists.opensuse.org/opensuse-security-announce/2020-09/msg00007.html","VCDSA23540","1"
"1073","CVE-2018-3640","Systems with microprocessors utilizing speculative execution and that perform speculative reads of system registers may allow unauthorized disclosure of system parameters to an attacker with local user access via a side-channel analysis, aka Rogue System Register Read (RSRE), Variant 3a.","5.6","MEDIUM","2018-05-22","http://support.lenovo.com/us/en/solutions/LEN-22133; http://www.fujitsu.com/global/support/products/software/security/products-f/cve-2018-3639e.html; http://www.securityfocus.com/bid/104228","VCDSA23540","1"
"1074","CVE-2018-3646","Systems with microprocessors utilizing speculative execution and address translations may allow unauthorized disclosure of information residing in the L1 data cache to an attacker with local user access with guest OS privilege via a terminal page fault and a side-channel analysis.","5.6","MEDIUM","2018-08-14","http://support.lenovo.com/us/en/solutions/LEN-24163; http://www.huawei.com/en/psirt/security-advisories/huawei-sa-20180815-01-cpu-en; http://www.securityfocus.com/bid/105080","VCDSA23553; VCDSA23545","2"
"1075","CVE-2018-6957","VMware Workstation (14.x before 14.1.1, 12.x) and Fusion (10.x before 10.1.1 and 8.x) contain a denial-of-service vulnerability which can be triggered by opening a large number of VNC sessions. Note: In order for exploitation to be possible on Workstation and Fusion, VNC must be manually enabled.","5.3","MEDIUM","2018-03-15","http://www.securityfocus.com/bid/103431; http://www.securitytracker.com/id/1040539; https://www.vmware.com/security/advisories/VMSA-2018-0008.html","VCDSA23537","1"
"1076","CVE-2018-6958","VMware vRealize Automation (vRA) prior to 7.3.1 contains a vulnerability that may allow for a DOM-based cross-site scripting (XSS) attack. Exploitation of this issue may lead to the compromise of the vRA user's workstation.","6.1","MEDIUM","2018-04-13","http://www.securityfocus.com/bid/103752; http://www.securitytracker.com/id/1040676; http://www.vmware.com/security/advisories/VMSA-2018-0009.html","VCDSA23538","1"
"1077","CVE-2018-6959","VMware vRealize Automation (vRA) prior to 7.4.0 contains a vulnerability in the handling of session IDs. Exploitation of this issue may lead to the hijacking of a valid vRA user's session.","9.8","CRITICAL","2018-04-13","http://www.securityfocus.com/bid/103752; http://www.securitytracker.com/id/1040676; http://www.vmware.com/security/advisories/VMSA-2018-0009.html","VCDSA23538","1"
"1078","CVE-2018-6962","VMware Fusion (10.x before 10.1.2) contains a signature bypass vulnerability which may lead to a local privilege escalation.","7.8","HIGH","2018-05-22","http://www.securityfocus.com/bid/104235; http://www.securitytracker.com/id/1040957; https://www.vmware.com/security/advisories/VMSA-2018-0013.html","VCDSA23541","1"
"1079","CVE-2018-6963","VMware Workstation (14.x before 14.1.2) and Fusion (10.x before 10.1.2) contain multiple denial-of-service vulnerabilities that occur due to NULL pointer dereference issues in the RPC handler. Successful exploitation of these issues may allow an attacker with limited privileges on the guest machine trigger a denial-of-Service of their guest machine.","5.5","MEDIUM","2018-05-22","http://www.securityfocus.com/bid/104237; http://www.securitytracker.com/id/1040957; https://www.vmware.com/security/advisories/VMSA-2018-0013.html","VCDSA23541","1"
"1080","CVE-2018-6965","VMware ESXi (6.7 before ESXi670-201806401-BG), Workstation (14.x before 14.1.2), and Fusion (10.x before 10.1.2) contain an out-of-bounds read vulnerability in the shader translator. Successful exploitation of this issue may lead to information disclosure or may allow attackers with normal user privileges to crash their VMs, a different vulnerability than CVE-2018-6966 and CVE-2018-6967.","8.1","HIGH","2018-07-09","http://www.securityfocus.com/bid/104709; http://www.securitytracker.com/id/1041208; https://www.vmware.com/security/advisories/VMSA-2018-0016.html","VCDSA23542","1"
"1081","CVE-2018-6966","VMware ESXi (6.7 before ESXi670-201806401-BG), Workstation (14.x before 14.1.2), and Fusion (10.x before 10.1.2) contain an out-of-bounds read vulnerability in the shader translator. Successful exploitation of this issue may lead to information disclosure or may allow attackers with normal user privileges to crash their VMs, a different vulnerability than CVE-2018-6965 and CVE-2018-6967.","8.1","HIGH","2018-07-09","http://www.securityfocus.com/bid/104709; http://www.securitytracker.com/id/1041208; https://www.vmware.com/security/advisories/VMSA-2018-0016.html","VCDSA23542","1"
"1082","CVE-2018-6967","VMware ESXi (6.7 before ESXi670-201806401-BG), Workstation (14.x before 14.1.2), and Fusion (10.x before 10.1.2) contain an out-of-bounds read vulnerability in the shader translator. Successful exploitation of this issue may lead to information disclosure or may allow attackers with normal user privileges to crash their VMs, a different vulnerability than CVE-2018-6965 and CVE-2018-6966.","8.1","HIGH","2018-07-09","http://www.securityfocus.com/bid/104709; http://www.securitytracker.com/id/1041208; https://www.vmware.com/security/advisories/VMSA-2018-0016.html","VCDSA23542","1"
"1083","CVE-2018-6969","VMware Tools (10.x and prior before 10.3.0) contains an out-of-bounds read vulnerability in HGFS. Successful exploitation of this issue may lead to information disclosure or may allow attackers to escalate their privileges on the guest VMs. In order to be able to exploit this issue, file sharing must be enabled.","7.0","HIGH","2018-07-13","http://www.securityfocus.com/bid/104737; http://www.securitytracker.com/id/1041291; https://www.vmware.com/security/advisories/VMSA-2018-0017.html","VCDSA23543","1"
"1084","CVE-2018-6971","VMware Horizon View Agents (7.x.x before 7.5.1) contain a local information disclosure vulnerability due to insecure logging of credentials in the vmmsi.log file when an account other than the currently logged on user is specified during installation (including silent installations). Successful exploitation of this issue may allow low privileged users access to the credentials specified during the Horizon View Agent installation.","7.8","HIGH","2018-07-25","http://www.securityfocus.com/bid/104883; http://www.securitytracker.com/id/1041357; http://www.securitytracker.com/id/1041358","VCDSA23544","1"
"1085","CVE-2018-6972","VMware ESXi (6.7 before ESXi670-201806401-BG, 6.5 before ESXi650-201806401-BG, 6.0 before ESXi600-201806401-BG and 5.5 before ESXi550-201806401-BG), Workstation (14.x before 14.1.2), and Fusion (10.x before 10.1.2) contain a denial-of-service vulnerability due to NULL pointer dereference issue in RPC handler. Successful exploitation of this issue may allow attackers with normal user privileges to crash their VMs.","6.5","MEDIUM","2018-07-25","http://www.securityfocus.com/bid/104884; http://www.securitytracker.com/id/1041356; http://www.securitytracker.com/id/1041357","VCDSA23544","1"
"1086","CVE-2018-6974","VMware ESXi (6.7 before ESXi670-201810101-SG, 6.5 before ESXi650-201808401-BG, and 6.0 before ESXi600-201808401-BG), Workstation (14.x before 14.1.3) and Fusion (10.x before 10.1.3) contain an out-of-bounds read vulnerability in SVGA device. This issue may allow a guest to execute code on the host.","8.8","HIGH","2018-10-16","http://www.securityfocus.com/bid/105660; http://www.securitytracker.com/id/1041875; http://www.securitytracker.com/id/1041876","VCDSA23520","1"
"1087","CVE-2018-6977","VMware ESXi (6.7, 6.5, 6.0), Workstation (15.x and 14.x) and Fusion (11.x and 10.x) contain a denial-of-service vulnerability due to an infinite loop in a 3D-rendering shader. Successfully exploiting this issue may allow an attacker with normal user privileges in the guest to make the VM unresponsive, and in some cases, possibly result other VMs on the host or the host itself becoming unresponsive.","6.5","MEDIUM","2018-10-09","http://www.securityfocus.com/bid/105549; http://www.securitytracker.com/id/1041821; http://www.securitytracker.com/id/1041822","VCDSA23548","1"
"1088","CVE-2018-6978","vRealize Operations (7.x before 7.0.0.11287810, 6.7.x before 6.7.0.11286837 and 6.6.x before 6.6.1.11286876) contains a local privilege escalation vulnerability due to improper permissions of support scripts. Admin user of the vROps application with shell access may exploit this issue to elevate the privileges to root on a vROps machine. Note: the admin user (non-sudoer) should not be confused with root of the vROps machine.","6.7","MEDIUM","2018-12-18","http://www.securityfocus.com/bid/106242; https://www.vmware.com/security/advisories/VMSA-2018-0031.html; http://www.securityfocus.com/bid/106242","VCDSA23525","1"
"1089","CVE-2018-6980","VMware vRealize Log Insight (4.7.x before 4.7.1 and 4.6.x before 4.6.2) contains a vulnerability due to improper authorization in the user registration method. Successful exploitation of this issue may allow Admin users with view only permission to perform certain administrative functions which they are not allowed to perform.","7.2","HIGH","2018-11-13","http://www.securityfocus.com/bid/105925; https://www.vmware.com/security/advisories/VMSA-2018-0028.html; http://www.securityfocus.com/bid/105925","VCDSA23522","1"
"1090","CVE-2018-6981","VMware ESXi 6.7 without ESXi670-201811401-BG and VMware ESXi 6.5 without ESXi650-201811301-BG, VMware ESXi 6.0 without ESXi600-201811401-BG, VMware Workstation 15, VMware Workstation 14.1.3 or below, VMware Fusion 11, VMware Fusion 10.1.3 or below contain uninitialized stack memory usage in the vmxnet3 virtual network adapter which may allow a guest to execute code on the host.","8.8","HIGH","2018-12-04","http://www.securityfocus.com/bid/105881; http://www.securitytracker.com/id/1042054; http://www.securitytracker.com/id/1042055","VCDSA23521","1"
"1091","CVE-2018-6982","VMware ESXi 6.7 without ESXi670-201811401-BG and VMware ESXi 6.5 without ESXi650-201811301-BG contain uninitialized stack memory usage in the vmxnet3 virtual network adapter which may lead to an information leak from host to guest.","6.5","MEDIUM","2018-12-04","http://www.securityfocus.com/bid/105882; http://www.securitytracker.com/id/1042055; https://www.vmware.com/security/advisories/VMSA-2018-0027.html","VCDSA23521","1"
"1092","CVE-2018-6983","VMware Workstation (15.x before 15.0.2 and 14.x before 14.1.5) and Fusion (11.x before 11.0.2 and 10.x before 10.1.5) contain an integer overflow vulnerability in the virtual network devices. This issue may allow a guest to execute code on the host.","8.8","HIGH","2018-11-27","http://www.securityfocus.com/bid/105986; https://www.vmware.com/security/advisories/VMSA-2018-0030.html; http://www.securityfocus.com/bid/105986","VCDSA23524","1"
"1093","CVE-2019-11091","Microarchitectural Data Sampling Uncacheable Memory (MDSUM): Uncacheable memory on some microprocessors utilizing speculative execution may allow an authenticated user to potentially enable information disclosure via a side channel with local access. A list of impacted products can be found here: https://www.intel.com/content/dam/www/public/us/en/documents/corporate-information/SA00233-microcode-update-guidance_05132019.pdf","5.6","MEDIUM","2019-05-30","http://lists.opensuse.org/opensuse-security-announce/2019-06/msg00014.html; http://lists.opensuse.org/opensuse-security-announce/2019-07/msg00052.html; http://lists.opensuse.org/opensuse-security-announce/2019-07/msg00053.html","VCDSA23553","1"
"1094","CVE-2019-11135","TSX Asynchronous Abort condition on some CPUs utilizing speculative execution may allow an authenticated user to potentially enable information disclosure via a side channel with local access.","6.5","MEDIUM","2019-11-14","http://lists.opensuse.org/opensuse-security-announce/2019-11/msg00045.html; http://lists.opensuse.org/opensuse-security-announce/2019-11/msg00046.html; http://lists.opensuse.org/opensuse-security-announce/2019-12/msg00042.html","VCDSA23565","1"
"1095","CVE-2019-11477","Jonathan Looney discovered that the TCP_SKB_CB(skb)->tcp_gso_segs value was subject to an integer overflow in the Linux kernel when handling TCP Selective Acknowledgments (SACKs). A remote attacker could use this to cause a denial of service. This has been fixed in stable kernel releases 4.4.182, 4.9.182, 4.14.127, 4.19.52, 5.1.11, and is fixed in commit 3b4929f65b0d8249f19a50245cd88ed1a2f78cff.","7.5","HIGH","2019-06-19","http://packetstormsecurity.com/files/153346/Kernel-Live-Patch-Security-Notice-LSN-0052-1.html; http://packetstormsecurity.com/files/154951/Kernel-Live-Patch-Security-Notice-LSN-0058-1.html; http://www.arubanetworks.com/assets/alert/ARUBA-PSA-2020-010.txt","VCDSA23555","1"
"1096","CVE-2019-11478","Jonathan Looney discovered that the TCP retransmission queue implementation in tcp_fragment in the Linux kernel could be fragmented when handling certain TCP Selective Acknowledgment (SACK) sequences. A remote attacker could use this to cause a denial of service. This has been fixed in stable kernel releases 4.4.182, 4.9.182, 4.14.127, 4.19.52, 5.1.11, and is fixed in commit f070ef2ac66716357066b683fb0baf55f8191a2e.","5.3","MEDIUM","2019-06-19","http://packetstormsecurity.com/files/153346/Kernel-Live-Patch-Security-Notice-LSN-0052-1.html; http://packetstormsecurity.com/files/154408/Kernel-Live-Patch-Security-Notice-LSN-0055-1.html; http://packetstormsecurity.com/files/154951/Kernel-Live-Patch-Security-Notice-LSN-0058-1.html","VCDSA23555","1"
"1097","CVE-2019-16097","core/api/user.go in Harbor 1.7.0 through 1.8.2 allows non-admin users to create admin accounts via the POST /api/users API, when Harbor is setup with DB as authentication backend and allow user to do self-registration. Fixed version: v1.7.6 v1.8.3. v.1.9.0. Workaround without applying the fix: configure Harbor to use non-DB authentication backend such as LDAP.","6.5","MEDIUM","2019-09-08","http://www.vmware.com/security/advisories/VMSA-2019-0015.html; https://github.com/goharbor/harbor/commit/b6db8a8a106259ec9a2c48be8a380cb3b37cf517; https://github.com/goharbor/harbor/compare/v1.8.2...v1.9.0-rc1","VCDSA23560","1"
"1098","CVE-2019-16919","Harbor API has a Broken Access Control vulnerability. The vulnerability allows project administrators to use the Harbor API to create a robot account with unauthorized push and/or pull access permissions to a project they don't have access or control for. The Harbor API did not enforce the proper project permissions and project scope on the API request to create a new robot account.","7.5","HIGH","2019-10-18","http://www.vmware.com/security/advisories/VMSA-2019-0016.html; https://github.com/goharbor/harbor/security/advisories/GHSA-x2r2-w9c7-h624; https://landscape.cncf.io/selected=harbor","VCDSA23561","1"
"1099","CVE-2019-5511","VMware Workstation (15.x before 15.0.3, 14.x before 14.1.6) running on Windows does not handle paths appropriately. Successful exploitation of this issue may allow the path to the VMX executable, on a Windows host, to be hijacked by a non-administrator leading to elevation of privilege.","8.8","HIGH","2019-04-09","https://www.vmware.com/security/advisories/VMSA-2019-0002.html; https://www.vmware.com/security/advisories/VMSA-2019-0002.html","VCDSA23527","1"
"1100","CVE-2019-5512","VMware Workstation (15.x before 15.0.3, 14.x before 14.1.6) running on Windows does not handle COM classes appropriately. Successful exploitation of this issue may allow hijacking of COM classes used by the VMX process, on a Windows host, leading to elevation of privilege.","8.8","HIGH","2019-04-09","https://www.vmware.com/security/advisories/VMSA-2019-0002.html; https://www.vmware.com/security/advisories/VMSA-2019-0002.html","VCDSA23527","1"
"1101","CVE-2019-5513","VMware Horizon Connection Server (7.x before 7.8, 7.5.x before 7.5.2, 6.x before 6.2.8) contains an information disclosure vulnerability. Successful exploitation of this issue may allow disclosure of internal domain names, the Connection Serverâs internal name, or the gatewayâs internal IP address.","5.3","MEDIUM","2019-04-09","https://www.vmware.com/security/advisories/VMSA-2019-0003.html; https://www.vmware.com/security/advisories/VMSA-2019-0003.html","VCDSA23527","1"
"1102","CVE-2019-5514","VMware VMware Fusion (11.x before 11.0.3) contains a security vulnerability due to certain unauthenticated APIs accessible through a web socket. An attacker may exploit this issue by tricking the host user to execute a JavaScript to perform unauthorized functions on the guest machine where VMware Tools is installed. This may further be exploited to execute commands on the guest machines.","8.8","HIGH","2019-04-01","http://packetstormsecurity.com/files/152290/VMware-Security-Advisory-2019-0005.html; http://www.securityfocus.com/bid/107637; https://www.vmware.com/security/advisories/VMSA-2019-0005.html","VCDSA23550","1"
"1103","CVE-2019-5515","VMware Workstation (15.x before 15.0.3, 14.x before 14.1.6) and Fusion (11.x before 11.0.3, 10.x before 10.1.6) updates address an out-of-bounds write vulnerability in the e1000 and e1000e virtual network adapters. Exploitation of this issue may lead to code execution on the host from the guest but it is more likely to result in a denial of service of the guest.","8.8","HIGH","2019-04-02","https://packetstormsecurity.com/files/152290/VMware-Security-Advisory-2019-0005.html; https://www.securityfocus.com/bid/107634; https://www.vmware.com/security/advisories/VMSA-2019-0005.html","VCDSA23550","1"
"1104","CVE-2019-5516","VMware ESXi (6.7 before ESXi670-201904101-SG and 6.5 before ESXi650-201903001), Workstation (15.x before 15.0.3 and 14.x before 14.1.6), Fusion (11.x before 11.0.3 and 10.x before 10.1.6) updates address an out-of-bounds vulnerability with the vertex shader functionality. Exploitation of this issue requires an attacker to have access to a virtual machine with 3D graphics enabled. Successful exploitation of this issue may lead to information disclosure or may allow attackers with normal user privileges to create a denial-of-service condition on their own VM. The workaround for this issue involves disabling the 3D-acceleration feature. This feature is not enabled by default on ESXi and is enabled by default on Workstation and Fusion.","6.8","MEDIUM","2019-04-15","https://www.talosintelligence.com/vulnerability_reports/TALOS-2019-0762; https://www.vmware.com/security/advisories/VMSA-2019-0006.html; https://www.talosintelligence.com/vulnerability_reports/TALOS-2019-0762","VCDSA23551","1"
"1105","CVE-2019-5517","VMware ESXi (6.7 before ESXi670-201904101-SG and 6.5 before ESXi650-201903001), Workstation (15.x before 15.0.3 and 14.x before 14.1.6), Fusion (11.x before 11.0.3 and 10.x before 10.1.6) contain multiple out-of-bounds read vulnerabilities in the shader translator. Exploitation of these issues requires an attacker to have access to a virtual machine with 3D graphics enabled. Successful exploitation of these issues may lead to information disclosure or may allow attackers with normal user privileges to create a denial-of-service condition on their own VM. The workaround for these issues involves disabling the 3D-acceleration feature. This feature is not enabled by default on ESXi and is enabled by default on Workstation and Fusion.","6.8","MEDIUM","2019-04-15","https://www.vmware.com/security/advisories/VMSA-2019-0006.html; https://www.vmware.com/security/advisories/VMSA-2019-0006.html","VCDSA23551","1"
"1106","CVE-2019-5518","VMware ESXi (6.7 before ESXi670-201903001, 6.5 before ESXi650-201903001, 6.0 before ESXi600-201903001), Workstation (15.x before 15.0.4, 14.x before 14.1.7), Fusion (11.x before 11.0.3, 10.x before 10.1.6) contain an out-of-bounds read/write vulnerability in the virtual USB 1.1 UHCI (Universal Host Controller Interface). Exploitation of this issue requires an attacker to have access to a virtual machine with a virtual USB controller present. This issue may allow a guest to execute code on the host.","6.8","MEDIUM","2019-04-01","http://packetstormsecurity.com/files/152290/VMware-Security-Advisory-2019-0005.html; http://www.securityfocus.com/bid/107541; https://www.vmware.com/security/advisories/VMSA-2019-0005.html","VCDSA23550","1"
"1107","CVE-2019-5519","VMware ESXi (6.7 before ESXi670-201903001, 6.5 before ESXi650-201903001, 6.0 before ESXi600-201903001), Workstation (15.x before 15.0.4, 14.x before 14.1.7), Fusion (11.x before 11.0.3, 10.x before 10.1.6) contain a Time-of-check Time-of-use (TOCTOU) vulnerability in the virtual USB 1.1 UHCI (Universal Host Controller Interface). Exploitation of this issue requires an attacker to have access to a virtual machine with a virtual USB controller present. This issue may allow a guest to execute code on the host.","6.8","MEDIUM","2019-04-01","http://packetstormsecurity.com/files/152290/VMware-Security-Advisory-2019-0005.html; http://www.securityfocus.com/bid/107535; http://www.securityfocus.com/bid/108443","VCDSA23550","1"
"1108","CVE-2019-5520","VMware ESXi (6.7 before ESXi670-201904101-SG and 6.5 before ESXi650-201903001), Workstation (15.x before 15.0.3 and 14.x before 14.1.6), Fusion (11.x before 11.0.3 and 10.x before 10.1.6) updates address an out-of-bounds read vulnerability. Exploitation of this issue requires an attacker to have access to a virtual machine with 3D graphics enabled. Successful exploitation of this issue may lead to information disclosure.The workaround for this issue involves disabling the 3D-acceleration feature. This feature is not enabled by default on ESXi and is enabled by default on Workstation and Fusion.","5.9","MEDIUM","2019-04-15","https://www.vmware.com/security/advisories/VMSA-2019-0006.html; https://www.zerodayinitiative.com/advisories/ZDI-19-369/; https://www.vmware.com/security/advisories/VMSA-2019-0006.html","VCDSA23551","1"
"1109","CVE-2019-5521","VMware ESXi (6.7 before ESXi670-201904101-SG and 6.5 before ESXi650-201903001), Workstation (15.x before 15.0.3 and 14.x before 14.1.6) and Fusion (11.x before 11.0.3 and 10.x before 10.1.6) contain an out-of-bounds read vulnerability in the pixel shader functionality. Successful exploitation of this issue may lead to information disclosure or may allow attackers with normal user privileges to create a denial-of-service condition on the host. Exploitation of this issue require an attacker to have access to a virtual machine with 3D graphics enabled. It is not enabled by default on ESXi and is enabled by default on Workstation and Fusion.","9.6","CRITICAL","2019-09-20","https://www.talosintelligence.com/vulnerability_reports/TALOS-2019-0757; https://www.vmware.com/security/advisories/VMSA-2019-0012.html; https://www.talosintelligence.com/vulnerability_reports/TALOS-2019-0757","VCDSA23557","1"
"1110","CVE-2019-5522","VMware Tools for Windows update addresses an out of bounds read vulnerability in vm3dmp driver which is installed with vmtools in Windows guest machines. This issue is present in versions 10.2.x and 10.3.x prior to 10.3.10. A local attacker with non-administrative access to a Windows guest with VMware Tools installed may be able to leak kernel information or create a denial of service attack on the same Windows guest machine.","7.1","HIGH","2019-06-06","http://www.securityfocus.com/bid/108673; https://www.vmware.com/security/advisories/VMSA-2019-0009.html; http://www.securityfocus.com/bid/108673","VCDSA23554","1"
"1111","CVE-2019-5523","VMware vCloud Director for Service Providers 9.5.x prior to 9.5.0.3 update resolves a Remote Session Hijack vulnerability in the Tenant and Provider Portals. Successful exploitation of this issue may allow a malicious actor to access the Tenant or Provider Portals by impersonating a currently logged in session.","9.8","CRITICAL","2019-04-01","http://packetstormsecurity.com/files/152289/VMware-Security-Advisory-2019-0004.html; http://www.securityfocus.com/bid/107638; https://www.vmware.com/security/advisories/VMSA-2019-0004.html","VCDSA23528","1"
"1112","CVE-2019-5524","VMware Workstation (14.x before 14.1.6) and Fusion (10.x before 10.1.6) contain an out-of-bounds write vulnerability in the e1000 virtual network adapter. This issue may allow a guest to execute code on the host.","8.8","HIGH","2019-04-02","http://packetstormsecurity.com/files/152290/VMware-Security-Advisory-2019-0005.html; http://www.securityfocus.com/bid/107635; https://www.vmware.com/security/advisories/VMSA-2019-0005.html","VCDSA23550","1"
"1113","CVE-2019-5525","VMware Workstation (15.x before 15.1.0) contains a use-after-free vulnerability in the Advanced Linux Sound Architecture (ALSA) backend. A malicious user with normal user privileges on the guest machine may exploit this issue in conjunction with other issues to execute code on the Linux host where Workstation is installed.","8.8","HIGH","2019-06-06","http://www.securityfocus.com/bid/108674; https://www.vmware.com/security/advisories/VMSA-2019-0009.html; http://www.securityfocus.com/bid/108674","VCDSA23554","1"
"1114","CVE-2019-5526","VMware Workstation (15.x before 15.1.0) contains a DLL hijacking issue because some DLL files are improperly loaded by the application. Successful exploitation of this issue may allow attackers with normal user privileges to escalate their privileges to administrator on a windows host where Workstation is installed.","7.8","HIGH","2019-05-15","http://packetstormsecurity.com/files/152946/VMware-Workstation-DLL-Hijacking.html; http://www.securityfocus.com/bid/108333; https://www.vmware.com/security/advisories/VMSA-2019-0007.html","VCDSA23552","1"
"1115","CVE-2019-5527","ESXi, Workstation, Fusion, VMRC and Horizon Client contain a use-after-free vulnerability in the virtual sound device. VMware has evaluated the severity of this issue to be in the Important severity range with a maximum CVSSv3 base score of 8.5.","8.8","HIGH","2019-10-10","https://www.vmware.com/security/advisories/VMSA-2019-0014.html; https://www.vmware.com/security/advisories/VMSA-2019-0014.html","VCDSA23559","1"
"1116","CVE-2019-5528","VMware ESXi 6.5 suffers from partial denial of service vulnerability in hostd process. Patch ESXi650-201907201-UG for this issue is available.","5.3","MEDIUM","2019-07-11","http://www.securityfocus.com/bid/109130; https://www.vmware.com/security/advisories/VMSA-2019-0011.html; http://www.securityfocus.com/bid/109130","VCDSA23556","1"
